S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain,Tender Links,Organisation Name
1334,2023-02-03 18:50:00,2023-02-09 12:00:00,2023-02-10 12:00:00,"[Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-644 to R-627,R-627 to R-581, R-583 to R-566,R-566 to R-569,R-604 to R-683 and R-721 to R-815 of New Rajender Nagar in Ward No. C-103 N in Karol Bagh ]  [02-02/EE(Pr.)/TC/KBZ/2022-23][2023_MCD_144058_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0agdwnwRhSUDl3EBTujgRA%3D%3D,Municipal Corporation of Delhi
1335,2023-02-03 18:50:00,2023-02-09 12:00:00,2023-02-10 12:00:00,"[Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-721 to R-700, R-700 to R-736,R-739 to R-756, R-736 to R-847 and R-836, Double story H.No.155 to H.No. 127-128(Ranjana Park S-Block), and Ranjana park ]  [02-03/EE(Pr.)/TC/KBZ/2022-23][2023_MCD_144061_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SSgwvtqCjbUq8wBvLplMW%2Bg%3D%3D,Municipal Corporation of Delhi
1336,2023-02-03 18:50:00,2023-02-09 12:00:00,2023-02-10 12:00:00,"[Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-807 to Sardarni Manmohan Kaur Chowk ,Sardarni Manmohan Kaur chowk to Delhi Child Centre (C-120) ,Gol Chakkar ,Sardarni Chowk ,Police Station New Raj]  [02-01/EE(Pr.)/TC/KBZ/2022-23][2023_MCD_144050_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlIrJxE1nvB0YehtD%2FVxrdQ%3D%3D,Municipal Corporation of Delhi
1337,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-13 09:00:00,[NIT NO.03 ITEM NO.04]  [DDH/NGZ/HORT/2022-23/03][2023_MCD_143902_4],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SYLIPPJG3xWv%2BkT7vLXJY8Q%3D%3D,Municipal Corporation of Delhi
1338,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-13 09:00:00,[NIT NO.03 ITEM NO.01]  [DDH/NGZ/HORT/2022-23/03][2023_MCD_143902_1],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S1vpc1OMk1Ut4aMPb2%2BDGfQ%3D%3D,Municipal Corporation of Delhi
1339,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-13 09:00:00,[NIT NO.03 ITEM NO.02]  [DDH/NGZ/HORT/2022-23/03][2023_MCD_143902_2],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SrMuRKz%2FvIrb6KbQGkTXGgQ%3D%3D,Municipal Corporation of Delhi
1340,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-13 09:00:00,[NIT NO.03 ITEM NO.06]  [DDH/NGZ/HORT/2022-23/03][2023_MCD_143902_6],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHYnPxrsVdG2wej%2BuPq4dfg%3D%3D,Municipal Corporation of Delhi
1341,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-13 09:00:00,[NIT NO.03 ITEM NO.05]  [DDH/NGZ/HORT/2022-23/03][2023_MCD_143902_5],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SaxSbBs8oXTGNjKbgF3yu2Q%3D%3D,Municipal Corporation of Delhi
1342,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-13 09:00:00,[NIT NO.03 ITEM NO.03]  [DDH/NGZ/HORT/2022-23/03][2023_MCD_143902_3],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S9xtb7SSJ9ZHBOaeE7G3Kdg%3D%3D,Municipal Corporation of Delhi
1343,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-10 15:15:00,[Hiring of Machinery for de-silting/removal of silt from 52 cusic drain from loni road to babarpur road falling in ward no. 50E/236 kardampuri under the jurisdiction of EE (M-III) Shah.N. Zone.]  [EE M-III Shah S/2022-23/16-5][2023_MCD_143942_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SkRwf2Lb2k5FJz7xs59RQig%3D%3D,Municipal Corporation of Delhi
1344,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-10 15:15:00,"[Desilting /removal of silt from kardam marg nalla from Ambedkar chowk to drain no. 1 in ward no. 234/49E kabir nagar , MIII Sh(N) zone. ]  [EE M-III Shah S/2022-23/16-4][2023_MCD_143941_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S4BA3%2FGzQFlcW1ErNdsNuXQ%3D%3D,Municipal Corporation of Delhi
1345,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-10 15:15:00,[Desilting/ Removal of silt from drains falling in ward no 233 under EEM3SNZ-SH]  [EE M-III Shah S/2022-23/16-3][2023_MCD_143940_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SQ7gOrywd2KCxdLlMuauSQg%3D%3D,Municipal Corporation of Delhi
1346,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-10 15:15:00,[Hiring of Machinery for de-silting/removal of silt from 52 cusic drain from loni road to mandoli road and covered drain from loni road to mother dairy kabool nagar and 1/143 sri ram nagar to pump house and moti ram road nalla falling in ward no. 38E]  [EE M-III Shah S/2022-23/16-2][2023_MCD_143939_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S8FGOCznBrcij3sTQjQn7vA%3D%3D,Municipal Corporation of Delhi
1347,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-10 15:15:00,"[Desilting / Removal of silt from Hardevpuri nallah from Hardevpuri to LIG Flats in ward no. 221/36E Ashok Nagar , MIII Sh(N) zone.]  [EE M-III Shah S/2022-23/16-1][2023_MCD_143938_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SP%2FbpXypr2eiXHwqS7ORpdQ%3D%3D,Municipal Corporation of Delhi
1348,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-10 15:15:00,[Desilting Removal of silt from drains in ward no.39E 224 jurisdiction of EE(MIII)shah(N)zone- Chintamani pond drain from the point near power ]  [EE M-III Shah S/2022-23/16-7][2023_MCD_143944_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SfhuNEbXhTIgVxco9zJ4fMA%3D%3D,Municipal Corporation of Delhi
1349,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-10 15:15:00,[Hiring of machinery for desilting/removal of silt from ssbl drain from nathu colony railway crossing to Hanuman phatak and nathu colony nalla in ward no.37E/222 Ram nagar under jurisdiction of EE(M-III) Shah(N)zone. - Hiring of machinery for desiltin]  [EE M-III Shah S/2022-23/16-8][2023_MCD_143945_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=St6oxHajr2dhgP20uHLC24w%3D%3D,Municipal Corporation of Delhi
1350,2023-02-03 18:00:00,2023-02-10 15:00:00,2023-02-10 15:15:00,[Hiring of Machinery for de-silting/removal of silt from 52 cusic drain in ward no. 51E/235 Gorakhpark-Hiring of Machinery for de-silting/removal of silt from 52 cusic drain from Babarpur drain to drain no. 1 (Flood department) falling in ward no. 51E]  [EE M-III Shah S/2022-23/16-6][2023_MCD_143943_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=StEGFy3jhxX7AYfkDbY6ogQ%3D%3D,Municipal Corporation of Delhi
1351,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Imp/Dev to footpath and drain near Hanuman mandir A Block to Red Light Inderpuri in Ward 103-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-8][2023_MCD_143637_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SMRvj1pBjaj0CSHi2hTGvfA%3D%3D,Municipal Corporation of Delhi
1352,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,"[Imp to drainage system by pdg SW pipe, RCC pipe, B/work, Plaster and RCC at various locations for Maintenance in Inderpuri ward 103-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-7][2023_MCD_143636_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SEzvV1coJeImezEJopRMmHw%3D%3D,Municipal Corporation of Delhi
1353,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Desilting for phase 1 of Various Drains / Nalla falls in the jurisdiction of Inderpuri ward 140 KBZ.]  [EEM-I/TC/KBZ/2022-23/6-18][2023_MCD_143667_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SgIrl6G9UUw%2BHEf6h575HVA%3D%3D,Municipal Corporation of Delhi
1354,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Desilting of drains in the jurisdiction of Moti Nagar ward 90/KBZ]  [EEM-I/TC/KBZ/2022-23/6-17][2023_MCD_143663_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0YVPKwi%2FT4KiFAN564PHNA%3D%3D,Municipal Corporation of Delhi
1355,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Development and Strengthening of existing lane from A-1/11 to Market Road in ward no. 100/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-14][2023_MCD_143643_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SWXvK5cEuhqdgc8mgfo0YiQ%3D%3D,Municipal Corporation of Delhi
1356,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Improvement and strengthening road from C-80 to 10/1 Moti Nagar in Ward 100-N (Moti Nagar)/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-16][2023_MCD_143645_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SIqr8h7NjpjdIXMZKhQuY3A%3D%3D,Municipal Corporation of Delhi
1357,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Supply of Tarpatch ready mix bituminous for patch repairs in Moti Nagar Store Ward 100/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-12][2023_MCD_143641_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Saihm9YcaR0JckCLBSrm7%2Bw%3D%3D,Municipal Corporation of Delhi
1358,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Removal of silt/malba at various places in the Jurisdiction of Division (M)-I/KBZ in ward 104-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-11][2023_MCD_143640_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJ%2Br6WCK%2ByYCYuVLVagU%2FDQ%3D%3D,Municipal Corporation of Delhi
1359,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Imp./Dev. of various lanes by providing patch work in Rajinder Nagar Ward 102/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-10][2023_MCD_143639_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SeoJmkbr81zTztfgqqZm2Tw%3D%3D,Municipal Corporation of Delhi
1360,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Supply of various day to day material used for maintenance of ward Inderpuri 103-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-9][2023_MCD_143638_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SjdD6aCXLLUYm6SkkA8Btcg%3D%3D,Municipal Corporation of Delhi
1361,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Development of lane by providing RMC from F-143 to F-169 Karampura ward no. 99-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-5][2023_MCD_143633_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHqE9zOLemDPGXOG42Pfniw%3D%3D,Municipal Corporation of Delhi
1362,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Development of lane by RMC from H. No. H-325 to H-253 Karampura Ward No. 99-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-4][2023_MCD_143632_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SndaiGnkzLJGXTkwfc%2B9UBg%3D%3D,Municipal Corporation of Delhi
1363,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,"[Supply of material stone agg. 20mm, coarse sand, Stone agg. 40mm and bricks at MCD store in ward no. 99-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-3][2023_MCD_143631_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SXECbNONR1g2vQ8B9RkwYIg%3D%3D,Municipal Corporation of Delhi
1364,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Patch repair at various locations by dense carpeting in Karampura Ward No. 99-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-6][2023_MCD_143635_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHcvB5s8SuFf1Ek%2B70bfCjQ%3D%3D,Municipal Corporation of Delhi
1365,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Development of lane by RMC M-25 from F-361 to F-383 Karampura ward no 99/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-13][2023_MCD_143642_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SeaThvneS00KGX2pAcq3FQA%3D%3D,Municipal Corporation of Delhi
1366,2023-02-03 17:00:00,2023-02-11 12:00:00,2023-02-13 12:00:00,[Construction of 200 bedded Balak Ram Hospital in C-10 CLZ. SH Providing and fixing of fire check doors and finishing work of lift lobby for obtaining fire NOC from the Delhi Fire Service Department]  [EEPr/TC/CLZ/2022-23/01][2023_MCD_143966_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=So%2BloTR%2BE8e94w0le4Kgi8w%3D%3D,Municipal Corporation of Delhi
1367,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Imp. and strengthening of lane from 4/63 to 4/49 New Moti Nagar Karampura Ward No. 99/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-15][2023_MCD_143644_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVW9fMYVnbdx5JdNHxH6%2FTw%3D%3D,Municipal Corporation of Delhi
1368,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[General supply at municipal store no. 100-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-2][2023_MCD_143630_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S5ApUTtyfVjiiQOABL%2FWUsw%3D%3D,Municipal Corporation of Delhi
1369,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,"[Imp. and Strengthening of existing road by bituminous work from D-39 to D-45 Moti Nagar, ward no. 100-N/KBZ.]  [EEM-I/TC/KBZ/2022-23/6-1][2023_MCD_143627_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SB6bNHp4BOooCs3KR2759OQ%3D%3D,Municipal Corporation of Delhi
1370,2023-02-03 17:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[D-silting of drains in Naraina -D-silting of various drains in Naraina in ward-139/KBZ]  [EEM-I/TC/KBZ/2022-23/6-19][2023_MCD_143670_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=ShvYweIv6woj1224ROaM3Ag%3D%3D,Municipal Corporation of Delhi
1371,2023-02-02 17:00:00,2023-02-09 15:00:00,2023-02-09 15:05:00,[EE-Project South-I/SZ/TC/2022-23/12]  [EE-Project South-I/SZ/TC/2022-23/12][2023_MCD_143850_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2FA6DNLsoIdwJ0C7ekn5nLA%3D%3D,Municipal Corporation of Delhi
1372,2023-01-31 18:00:00,2023-02-14 15:00:00,2023-02-16 15:00:00,"[Operation, Management and Maintenance Free User Charge Basis scheme of Community Toilet Complex s in under jurisdiction of Municipal Corporation of Delhi - Group No 07/ Narela Zone]  [EE/DEMS-III/TC/2022-23/NITNO02][2023_MCD_143509_1]",Municipal Corporation of Delhi||Engineering - MCD||DEMS - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sxi7GnEBaMbZRfRUZCDti7g%3D%3D,Municipal Corporation of Delhi
1373,2023-01-31 13:00:00,2023-02-14 15:00:00,2023-02-16 15:00:00,[Operation Management and Maintenance Free User Charge Basis scheme of Community Toilet Complex s in under jurisdiction of Municipal Corporation of Delhi Group No.04/Civil Line Zone ]  [EE/DEMS-III/TC/2022-23/NITNO02][2023_MCD_143413_1],Municipal Corporation of Delhi||Engineering - MCD||DEMS - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SxG%2FDUWHEruPJphFUGyfLvw%3D%3D,Municipal Corporation of Delhi
1374,2023-01-23 17:00:00,2023-02-08 15:00:00,2023-02-08 15:30:00,[NIT No.EE (Store-III)/MCD/22-23/3.1 ]  [NIT No.EE (Store-III)/MCD/22-23/3.1][2023_MCD_142587_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SFj32f%2BPnsEYYRxp2N8UQQg%3D%3D,Municipal Corporation of Delhi
1375,2023-02-06 18:55:00,2023-02-27 14:00:00,2023-03-02 14:30:00,"[Replacement of damaged wooden doors and windows of production units i.e. Unit-05, 06, 10 and 17 inside factory area at O F Badmal. ]  [3012/GEnl/TE-21/EO(C)/2022-23][2023_MIL_144217_1]",Munitions India Limited||Ordnance Factory Badmal Bolangir Odisha,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SA0hz7vfpomjw0Vs6vdXPgw%3D%3D,Munitions India Limited
